153184	7819	7195	412	399	5739000
153185	9147	6544	413	359	8662000
153164	7342	5868	414	380	12031000
153285	7283	6283	413	390	8551000
153165	8513	5985	409	357	12609000
153286	7963	5950	420	380	8648000
153166	7701	5995	415	375	4058000
153167	7901	5980	435	391	5716000
153288	7947	6559	409	380	8308000
153168	7834	6927	415	396	6795000
153289	7505	5953	411	376	9646000
153169	9524	5491	416	335	16113000
153170	9085	7224	416	376	7613000
153171	9418	6563	415	349	9980000
153292	9615	5693	408	330	5505000
153172	8607	7193	417	380	11622000
153293	8289	6726	410	372	10772000
153173	8435	5882	416	366	26782000
153294	8429	5714	412	363	7587000
153230	8046	6796	411	381	10292000
153351	12657	4079	443	313	7663000
153110	6860	6421	421	411	8041000
153231	10611	3878	400	307	1393000
153111	7939	6505	420	387	5460000
153353	9111	5770	415	352	10821000
153112	7823	6571	416	387	4803000
153233	8040	7064	409	390	7010000
153113	6907	6399	422	408	8460000
153234	8580	5251	415	346	31387000
153235	8661	5911	416	355	6935000
153115	7732	5874	417	375	30771000
153236	8080	5760	415	370	7110000
153357	8785	6253	415	359	13167000
153116	8656	8012	416	401	6072000
153117	8156	6217	421	386	9051000
153239	8319	6940	409	377	9285000
153119	7414	5940	416	382	9079000
153360	8511	7465	409	383	10981000
153240	7666	6006	419	380	10990000
153340	8278	5522	414	349	31003000
153220	8267	5899	411	364	6379000
153100	6932	6624	409	402	6832000
153221	9046	7411	415	377	8003000
153342	9183	6082	420	354	14035000
153101	7643	6647	411	389	7751000
153222	9252	7232	410	366	5188000
153343	8311	5961	408	361	8722000
153102	7503	6759	408	390	7792000
153223	7265	6325	415	395	7386000
153103	9516	6915	410	355	8221000
153345	7956	5812	417	367	16375000
153104	7034	6442	411	399	6667000
153225	7953	6663	415	388	14272000
153346	8393	6165	415	362	22169000
153105	8052	6568	407	375	9418000
153226	7708	6600	440	415	7323000
153347	7155	6299	420	395	6492000
153227	8970	5989	409	350	5547000
153348	7879	6219	411	373	9367000
153107	7236	6576	421	405	4345000
153228	8589	6053	446	394	6682000
153349	8259	5604	417	367	10139000
153108	7995	5717	416	367	3126000
153229	8041	6129	419	384	5169000
153109	7563	6910	409	393	10321000
153131	7999	6318	408	378	7482000
153132	8131	6308	408	371	13368000
153133	7031	6262	417	400	6758000
153254	7738	5859	414	377	6967000
153134	8116	6938	409	380	5117000
153255	6986	6407	414	400	8367000
153135	8308	6647	415	378	6742000
153136	8055	6120	414	374	6189000
153257	7830	6189	425	386	26472000
153137	8172	5130	416	352	10955000
153258	8460	6087	417	360	29480000
153138	8258	6171	415	373	123849000
153259	8044	5412	422	372	23282000
153139	7808	6274	418	388	4767000
153260	8929	7434	416	377	6829000
153140	8237	6292	410	368	8204000
153261	9331	6001	416	348	9121000
153141	7003	6462	411	397	5841000
153120	10542	4582	421	323	3534000
153241	8426	6128	415	368	10389000
153242	9296	7339	419	370	7274000
153363	7885	6233	425	386	9231000
153122	7103	5862	415	394	3491000
153243	8112	6346	416	379	7276000
153123	8380	6082	408	349	8172000
153244	8968	5517	416	340	6826000
153124	8055	5765	421	375	5469000
153245	7266	5885	415	385	5096000
153367	8302	5958	415	368	6487000
153126	6406	6050	415	407	4199000
153247	7953	5637	420	371	7106000
153248	9342	7438	416	370	7719000
153369	8100	5767	414	371	6484000
153128	7934	6414	417	383	9342000
153249	7866	6815	410	385	10578000
153129	8338	6589	409	369	4801000
153370	8713	7024	408	377	8978000
153250	7857	6413	408	381	7101000
153371	9916	5787	423	341	31612000
153130	7333	5945	416	383	16965000
153251	8827	7309	412	376	8795000
